id,title,budget,revenue,genres,original_language,release_date,popularity,vote_average,vote_count,runtime
582873,"Martin Eden",3800000,1681545,Drama;Romance,it,2019-09-04,10.508,7.0,530,129
489928,"Blaze",1200000,467306,Drama;Music;History,en,2018-08-17,4.861,6.2,38,129
496328,"Sanju",21918618,67414985,Drama;Comedy,hi,2018-06-29,9.037,7.4,133,161
575463,"Mama Weed",5080800,5413054,Drama;Crime;Comedy,fr,2020-09-09,8.949,5.9,156,104
506971,"Teefa in Trouble",1500000,3062477,Drama;Comedy;Action;Crime,ur,2018-07-20,5.441,7.6,16,155
574321,"Only the Animals",5000000,878668,Drama;Crime,fr,2019-12-04,9.495,6.6,146,116
534313,"Racetime",3000000,12000000,Animation;Family;Comedy;Adventure,fr,2018-12-07,4.86,5.5,21,90
547654,"Badhaai Ho",4000000,39000000,Comedy;Romance;Drama,hi,2018-10-19,8.308,7.4,96,125
450720,"Arif V 216",1705235,3501037,Adventure;Comedy;Science Fiction,tr,2018-01-05,7.354,6.3,135,125
493623,"Hichki",2000000,25629954,Drama;Comedy,hi,2018-03-23,7.993,7.6,91,140
574370,"I Can Quit Whenever I Want",4833490,11788968,Comedy,es,2019-04-12,8.127,6.2,132,98
640344,"Me Against You: Mr. S's Vendetta",75000,9500000,Comedy;Family,it,2020-01-17,5.185,8.3,435,64
620683,"My Mom is a Character 3",2000000,39273021,Comedy,pt,2019-12-26,6.221,8.3,403,111
454292,"Saaho",51000000,55000000,Action;Thriller,te,2019-08-29,7.682,6.3,57,171
642684,"Opération Portugal",1400000,3795575,Comedy,fr,2021-06-23,7.948,5.2,37,95
515820,"Dany",6861490,2080679,Comedy,fr,2018-05-30,4.373,5.3,132,89
541487,"Maharshi",12000000,34000000,Drama;Action,te,2019-05-09,6.277,6.9,17,176
577328,"Kabir Singh",8751000,55478164,Drama;Romance,hi,2019-06-20,7.725,6.8,88,172
486078,"The Vegetable",8166084,8475827,Comedy,it,2018-01-18,4.515,5.8,236,84
505940,"Happy Birthday",5350000,2536386,Drama;Comedy,fr,2019-09-04,6.316,5.6,102,95
647745,"The Morning After",4327440,2513010,Comedy,fr,2020-08-19,5.234,5.6,56,97
459713,"Mahanati",4346100,11589600,Drama,te,2018-05-09,4.291,7.4,33,176
482712,"The Apparition",9661157,3562793,Drama,fr,2018-02-14,6.389,6.2,106,139
544627,"Dark Figure of Crime",7120949,29433930,Crime;Drama,ko,2018-10-03,8.14,6.8,53,111
505015,"Empowered",3900000,4200000,Comedy,es,2018-03-02,11.526,5.9,102,87
449998,"The Invincible Dragon",2869666,12000000,Action;Crime;Thriller;Comedy,zh,2019-06-20,5.458,3.9,20,98
616180,"Jim Button and the Wild 13",20000000,6700000,Adventure;Family;Fantasy,de,2020-10-01,5.772,5.9,15,110
493141,"Beats",25000,310827,Drama;Comedy;Crime,en,2019-05-17,6.192,6.7,40,100
539228,"L'Amour flou",495343,1399479,Comedy,fr,2018-10-10,5.245,6.0,84,0
472138,"Thugs of Hindostan",31000000,3136000,Adventure;Action,hi,2018-11-07,9.666,5.6,73,164
758891,"Hi, Mom",59000000,822049668,Drama;Comedy;Fantasy,zh,2021-02-12,7.771,7.2,55,128
659731,"Varane Avashyamund",587640,4139731,Comedy;Family;Romance,ml,2020-02-07,4.729,7.1,24,145
573150,"The Goya Murders",2700000,443038,Drama;Thriller,es,2019-10-18,5.29,5.0,45,96
533237,"Karwaan",3038109,3489863,Adventure;Comedy,hi,2018-08-03,4.387,7.1,47,125
661043,"Malang",7907534,11136444,Romance;Action;Drama,hi,2020-02-06,4.461,7.4,28,135
591101,"Mardaani 2",2800000,9298683,Action;Crime;Thriller,hi,2019-12-12,4.469,7.3,43,103
378107,"Another Day of Life",5000000,134801,Animation;Documentary;History,en,2018-10-26,5.319,7.6,73,86
493620,"Aiyaary",9150000,41000000,Action;Thriller,hi,2018-02-16,6.149,5.5,36,157
529209,"The Japon",8250378,3262957,Comedy,es,2019-06-28,4.201,4.4,56,0
459008,"Kaala",20000000,22000000,Action;Crime;Drama,ta,2018-06-07,4.663,6.5,41,166
548786,"American Dresser",2000000,2231,Adventure;Drama,en,2018-09-21,5.279,5.3,10,97
605278,"Golden Men",929868,929868,Crime;Drama,it,2019-11-07,4.803,6.3,173,0
659153,"5Gang: A Different Kind of Christmas",1500000,1489573,Action;Comedy,ro,2019-12-27,3.863,8.3,100,96
528372,"Müslüm",4400000,14701918,Drama;Music,tr,2018-10-26,7.171,7.1,75,136
520393,"Taxiwala",1000000,100000000,Thriller;Comedy;Horror,te,2018-06-01,2.27,6.1,21,150
601297,"My Cousin",10854516,2982559,Comedy,fr,2020-09-30,3.915,5.5,74,107
483189,"Veere Di Wedding",6800000,19700000,Drama;Comedy,hi,2018-06-01,3.197,5.0,25,135
571783,"Race to Freedom: Um Bok-dong",12547000,1091477,Drama,ko,2019-02-27,3.76,7.0,10,116
466287,"How Viktor ""The Garlic"" Took Alexey ""The Stud"" to the Nursing Home",441755,95589,Drama;Comedy,ru,2018-03-23,3.841,7.1,43,90
588459,"Turkish Ice Cream",3000000,1289283,History;Drama;War,tr,2019-03-15,2.941,5.9,19,120
513285,"Trouble Is My Business",250000,679000,Adventure;Mystery;Romance;Thriller,en,2018-04-03,2.061,6.0,10,116
672125,"Love Mocktail",266103,665258,Romance;Drama,kn,2020-01-31,3.186,6.8,10,153
575184,"The Watchman",860000,53565,Drama;Thriller,ru,2019-10-24,3.238,6.1,41,106
516516,"Without Me",1504710,1671700,Thriller;Drama;Romance,ru,2018-10-18,3.005,7.2,19,97
497835,"Sin",15000000,1047676,History;Drama,it,2019-11-14,3.288,6.1,46,134
526090,"Mulk",2721526,4080000,Drama,hi,2018-08-03,4.417,7.2,26,140
671047,"Joker Joe",6438600,8859185,Comedy,fr,2020-08-05,2.736,5.2,43,84
496334,"Batti Gul Meter Chalu",7100000,9600000,Comedy;Drama,hi,2018-09-21,4.798,5.9,15,161
644712,"Street Dancer 3D",9204790,12589965,Drama,hi,2020-01-24,3.893,7.8,20,146
656858,"Driving Licence",704334,3803406,Drama;Thriller;Mystery;Action,ml,2019-12-20,2.411,7.1,28,135
461649,"Pari",2600000,6000000,Horror;Fantasy;Mystery,hi,2018-03-02,2.531,6.7,33,135
573438,"Strike",16800000,24743,Family;Comedy;Adventure;Animation,en,2019-02-06,1.629,6.0,17,95
609031,"My Thoughts Are Silent",344000,351500,Comedy;Drama,uk,2020-01-02,1.949,7.6,25,104
465024,"Queen",562000,1334800,Drama,ml,2018-01-12,1.886,6.6,10,160
575359,"Odessa",5000000,4000000,Comedy;Romance;Drama,ru,2019-09-05,2.247,6.4,10,130
459952,"Captain",2340000,577500,Drama,ml,2018-02-16,2.05,7.0,10,144
593693,"Palau the Movie",2000000,134696,Drama,es,2019-04-04,1.541,7.9,12,120
606943,"Ittymaani: Made In China",1300000,4400000,Comedy;Drama,ml,2019-09-06,1.398,4.5,12,158
876671,"The Cost of Deception",2500000,201000,Crime;Drama,hu,2021-10-21,1.004,3.4,14,125
579023,"U Get What U Kiss",11000,100000,Comedy,ro,2018-10-26,1.4,7.1,12,93
